id,class_name,confidence_percent,latitude,longitude,length_m,width_m,estimated_height_m,area_m2,channel,ground_range_m,slant_range_m,depth_m,status,contrast_ratio,shadow_length_px,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,created_at
9b5c3a97,generic_debris,64.8,18.9220759,72.8352107,1.54,1.27,0.05,1.96,starboard,39.03,40.28,20.0,high_confidence,1.54,1.0,918.0,335.0,931.0,345.0,2026-08-26 19:11:45
11aa29a0,ghost_net,64.7,18.9220492,72.8351882,1.85,1.66,0.05,3.07,starboard,39.54,40.77,20.0,high_confidence,1.58,1.0,921.0,304.0,938.0,316.0,2026-08-26 19:11:45
ae56221f,generic_debris,64.7,18.9222098,72.8352645,1.54,1.37,0.06,2.11,starboard,32.1,33.59,20.0,high_confidence,1.78,2.0,849.0,429.0,863.0,439.0,2026-08-26 19:11:45
80202dd8,generic_debris,64.7,18.9222001,72.835351,1.54,1.37,0.05,2.11,starboard,39.05,40.33,20.0,high_confidence,1.55,1.0,918.0,470.0,932.0,480.0,2026-08-26 19:11:45
e7e78e1e,ghost_net,64.7,18.9218026,72.8349858,1.85,1.46,0.05,2.71,starboard,44.22,45.36,20.0,high_confidence,1.56,2.0,969.0,78.0,984.0,90.0,2026-08-26 19:11:45
f7d2b24f,pipe_cylinder,64.7,18.9220859,72.8352614,1.54,1.76,0.05,2.71,starboard,41.89,43.07,20.0,high_confidence,1.56,2.0,944.0,364.0,962.0,374.0,2026-08-26 19:11:45
d1800614,generic_debris,64.7,18.9229432,72.8350771,1.7,1.76,0.05,2.98,port,41.79,42.97,20.0,high_confidence,1.58,1.0,63.0,688.0,81.0,699.0,2026-08-26 19:11:45
9e2edd60,generic_debris,64.7,18.9226014,72.8352682,1.54,4.1,9.93,6.33,starboard,0.0,6.84,20.0,high_confidence,1.82,14.0,561.0,623.0,603.0,633.0,2026-08-26 19:11:45
3a0a9c06,generic_debris,64.6,18.922652,72.8357246,1.85,1.56,0.05,2.89,starboard,27.46,29.2,20.0,high_confidence,1.53,1.0,803.0,881.0,819.0,893.0,2026-08-26 19:11:45
b91db68e,generic_debris,64.5,18.9217699,72.8349145,1.54,1.17,0.05,1.81,starboard,41.5,42.68,20.0,high_confidence,1.65,1.0,943.0,29.0,955.0,39.0,2026-08-26 19:11:45
31cd8f9f,generic_debris,64.4,18.9219112,72.8350347,1.7,1.27,0.31,2.16,starboard,39.24,40.48,20.0,high_confidence,2.87,13.0,920.0,160.0,933.0,171.0,2026-08-26 19:11:45
35b7510b,generic_debris,64.4,18.9225454,72.8358459,1.54,2.15,0.5,3.32,starboard,44.78,45.9,20.0,high_confidence,2.7,0.0,971.0,894.0,993.0,904.0,2026-08-26 19:11:45
d9c974f8,pipe_cylinder,64.3,18.922018,72.8351713,1.7,1.76,0.05,2.98,starboard,40.79,41.99,20.0,high_confidence,1.53,1.0,933.0,283.0,951.0,294.0,2026-08-26 19:11:45
853aaeb5,generic_debris,64.3,18.9221991,72.8353904,1.7,1.46,0.09,2.49,starboard,41.93,43.12,20.0,high_confidence,1.51,4.0,946.0,490.0,961.0,501.0,2026-08-26 19:11:45
34964e04,generic_debris,64.1,18.9222961,72.8355996,1.54,0.88,0.05,1.36,starboard,48.52,49.56,20.0,high_confidence,1.59,1.0,1015.0,646.0,1024.0,656.0,2026-08-26 19:11:45
895ef523,ghost_net,64.0,18.9221254,72.835213,1.85,1.66,0.05,3.07,starboard,35.2,36.57,20.0,high_confidence,1.5,1.0,878.0,358.0,895.0,370.0,2026-08-26 19:11:45
f141730a,generic_debris,64.0,18.9227474,72.8356523,1.7,2.44,0.13,4.14,starboard,14.47,17.63,20.0,high_confidence,2.03,2.0,680.0,890.0,705.0,901.0,2026-08-26 19:11:45
7c5ad3bd,generic_debris,63.9,18.9219636,72.8352186,1.85,0.78,0.05,1.45,starboard,48.59,49.61,20.0,high_confidence,1.56,1.0,1016.0,279.0,1024.0,291.0,2026-08-26 19:11:45
7eb87a0f,pipe_cylinder,63.6,18.9219051,72.835041,1.54,1.76,0.39,2.71,starboard,40.2,41.41,20.0,high_confidence,2.35,17.0,927.0,160.0,945.0,170.0,2026-08-26 19:11:45
ef137e46,generic_debris,62.9,18.9223292,72.835311,1.54,3.32,0.08,5.12,starboard,25.59,27.44,20.0,high_confidence,1.86,2.0,776.0,513.0,810.0,523.0,2026-08-26 19:11:45
8c9b537f,generic_debris,62.8,18.9225946,72.8353999,1.54,3.32,0.66,5.12,starboard,9.74,13.96,20.0,high_confidence,1.81,7.0,638.0,687.0,672.0,697.0,2026-08-26 19:11:45
f7624e5e,generic_debris,62.6,18.9217362,72.8348896,1.08,1.17,0.05,1.27,starboard,42.28,43.46,20.0,high_confidence,1.72,1.0,951.0,0.0,963.0,7.0,2026-08-26 19:11:45
a6998c2c,generic_debris,62.5,18.9227579,72.8355573,1.7,3.12,0.65,5.31,starboard,7.04,12.3,20.0,high_confidence,1.77,5.0,622.0,846.0,654.0,857.0,2026-08-26 19:11:45
a630ad1d,pipe_cylinder,62.4,18.9218089,72.8350037,1.54,3.61,0.05,5.58,starboard,45.06,46.14,20.0,high_confidence,1.62,1.0,966.0,92.0,1003.0,102.0,2026-08-26 19:11:45
f895a6a0,generic_debris,62.4,18.922496,72.8352704,1.54,3.12,0.8,4.82,starboard,8.94,13.38,20.0,high_confidence,1.83,8.0,633.0,574.0,665.0,584.0,2026-08-26 19:11:45
beb970e1,generic_debris,61.8,18.9229595,72.8355109,1.54,2.34,0.57,3.62,port,13.08,16.5,20.0,high_confidence,2.07,8.0,331.0,917.0,355.0,927.0,2026-08-26 19:11:45
181201e4,pipe_cylinder,61.7,18.9228696,72.8350423,1.39,2.25,0.5,3.12,port,38.1,39.4,20.0,high_confidence,1.72,0.0,97.0,636.0,120.0,645.0,2026-08-26 19:11:45
9c02304d,generic_debris,61.7,18.922652,72.8354139,1.54,3.22,1.17,4.97,starboard,5.91,11.67,20.0,high_confidence,1.62,8.0,615.0,722.0,648.0,732.0,2026-08-26 19:11:45
72d5bfdc,generic_debris,61.5,18.9218538,72.8350851,1.54,2.93,0.05,4.52,starboard,47.5,48.54,20.0,high_confidence,1.53,1.0,994.0,155.0,1024.0,165.0,2026-08-26 19:11:45
ef4764a0,generic_debris,61.4,18.9224047,72.8354239,1.54,1.95,0.07,3.01,starboard,27.23,29.0,20.0,high_confidence,1.76,2.0,799.0,609.0,819.0,619.0,2026-08-26 19:11:45
37892d86,generic_debris,61.3,18.9222827,72.8353554,1.54,2.05,0.09,3.17,starboard,32.56,34.03,20.0,high_confidence,1.73,3.0,850.0,513.0,871.0,523.0,2026-08-26 19:11:45
0a193170,generic_debris,61.2,18.9226799,72.8356348,1.54,2.15,0.15,3.32,starboard,18.93,21.39,20.0,high_confidence,1.83,3.0,720.0,849.0,742.0,859.0,2026-08-26 19:11:45
ccb022f9,generic_debris,61.1,18.9227327,72.8350505,1.7,2.15,0.07,3.65,port,26.1,27.93,20.0,high_confidence,1.84,2.0,215.0,574.0,237.0,585.0,2026-08-26 19:11:45
d31bb3ed,generic_debris,61.1,18.9229167,72.8351387,1.54,1.86,0.5,2.86,port,35.29,36.67,20.0,high_confidence,1.74,0.0,127.0,707.0,146.0,717.0,2026-08-26 19:11:45
ee8743a9,generic_debris,61.1,18.9226415,72.8358948,1.54,2.25,0.07,3.47,starboard,40.14,41.36,20.0,high_confidence,1.69,3.0,924.0,959.0,947.0,969.0,2026-08-26 19:11:45
7f428d40,generic_debris,60.8,18.9222787,72.8348986,1.54,2.44,10.01,3.77,starboard,0.0,7.28,20.0,high_confidence,1.96,6.0,574.0,280.0,599.0,290.0,2026-08-26 19:11:45
dd92da04,generic_debris,60.8,18.922499,72.8354684,1.7,2.34,0.09,3.98,starboard,22.46,24.61,20.0,high_confidence,1.88,2.0,752.0,676.0,776.0,687.0,2026-08-26 19:11:45
6847123e,generic_debris,60.8,18.922623,72.8356005,1.7,1.95,0.13,3.32,starboard,21.35,23.54,20.0,high_confidence,1.87,3.0,743.0,803.0,763.0,814.0,2026-08-26 19:11:45
66be21e2,generic_debris,60.8,18.92257,72.8357544,1.7,1.66,0.05,2.82,starboard,36.41,37.74,20.0,high_confidence,1.77,1.0,890.0,858.0,907.0,869.0,2026-08-26 19:11:45
7a40efce,generic_debris,60.8,18.9225617,72.8358239,1.7,1.76,0.5,2.98,starboard,41.9,43.07,20.0,high_confidence,1.76,0.0,944.0,891.0,962.0,902.0,2026-08-26 19:11:45
f23d8f2e,generic_debris,60.7,18.9222158,72.8351761,1.7,1.76,0.05,2.98,starboard,25.24,27.15,20.0,high_confidence,1.8,1.0,781.0,387.0,799.0,398.0,2026-08-26 19:11:45
1d59e6a3,generic_debris,60.7,18.9219223,72.8350585,1.7,1.46,0.05,2.49,starboard,40.12,41.36,20.0,high_confidence,2.15,1.0,928.0,177.0,943.0,188.0,2026-08-26 19:11:45
c667beb7,generic_debris,60.6,18.9218098,72.8348537,1.7,1.17,0.5,1.99,starboard,33.83,35.25,20.0,high_confidence,1.82,0.0,867.0,19.0,879.0,30.0,2026-08-26 19:11:45
c2abe6d6,generic_debris,60.6,18.9231065,72.8354771,1.54,2.25,0.07,3.47,port,27.66,29.44,20.0,high_confidence,1.74,2.0,199.0,974.0,222.0,984.0,2026-08-26 19:11:45
38cb483b,generic_debris,60.6,18.9226828,72.8356436,1.54,2.05,0.1,3.17,starboard,19.3,21.73,20.0,high_confidence,1.67,2.0,724.0,855.0,745.0,865.0,2026-08-26 19:11:45
35d74453,generic_debris,60.5,18.9219894,72.8350721,1.54,2.05,0.5,3.17,starboard,35.82,37.16,20.0,high_confidence,1.55,0.0,882.0,217.0,903.0,227.0,2026-08-26 19:11:45
34cf8a03,container,60.5,18.9226084,72.8358642,1.54,1.95,0.05,3.01,starboard,40.77,41.99,20.0,high_confidence,1.86,1.0,932.0,932.0,952.0,942.0,2026-08-26 19:11:45
ba1550b5,generic_debris,60.4,18.9218829,72.8347943,1.7,1.56,0.05,2.65,starboard,23.67,25.68,20.0,high_confidence,2.01,1.0,767.0,28.0,783.0,39.0,2026-08-26 19:11:45
3f240f88,generic_debris,60.4,18.9221686,72.8351549,1.7,1.27,0.5,2.16,starboard,27.5,29.25,20.0,high_confidence,1.69,0.0,805.0,351.0,818.0,362.0,2026-08-26 19:11:45
1d44fe1a,container,60.4,18.9227541,72.8349103,1.54,1.86,0.08,2.86,port,37.73,39.01,20.0,high_confidence,1.65,3.0,103.0,516.0,122.0,526.0,2026-08-26 19:11:45
76d0607a,generic_debris,60.3,18.9223476,72.8343132,1.54,0.68,0.5,1.06,port,48.66,49.66,20.0,high_confidence,1.5,0.0,0.0,33.0,7.0,43.0,2026-08-26 19:11:45
a5cd0615,generic_debris,60.3,18.9223587,72.8354856,1.54,1.86,0.5,2.86,starboard,35.37,36.77,20.0,high_confidence,1.62,0.0,879.0,619.0,898.0,629.0,2026-08-26 19:11:45
c4ebc268,generic_debris,60.3,18.9225705,72.8357705,1.54,1.46,0.5,2.26,starboard,37.48,38.82,20.0,high_confidence,1.55,0.0,902.0,866.0,917.0,876.0,2026-08-26 19:11:45
57e71cfb,generic_debris,60.3,18.9229479,72.8350797,1.7,1.37,0.05,2.32,port,42.01,43.16,20.0,high_confidence,1.57,1.0,63.0,692.0,77.0,703.0,2026-08-26 19:11:45
114f429c,generic_debris,60.3,18.9226576,72.8358918,1.7,1.86,0.5,3.15,starboard,38.6,39.89,20.0,high_confidence,1.5,0.0,911.0,965.0,930.0,976.0,2026-08-26 19:11:45
e60cc527,pipe_cylinder,60.2,18.9218127,72.834859,1.54,1.56,0.5,2.41,starboard,34.0,35.45,20.0,high_confidence,1.82,0.0,867.0,23.0,883.0,33.0,2026-08-26 19:11:45
6b587719,generic_debris,60.2,18.9223539,72.8354901,1.54,1.66,0.5,2.56,starboard,36.08,37.45,20.0,high_confidence,1.66,0.0,887.0,619.0,904.0,629.0,2026-08-26 19:11:45
2824182e,generic_debris,60.2,18.9225062,72.8352845,1.54,2.93,0.31,4.52,starboard,9.07,13.48,20.0,high_confidence,1.59,3.0,635.0,586.0,665.0,596.0,2026-08-26 19:11:45
8da55de9,generic_debris,60.2,18.9225658,72.8355884,1.54,1.95,0.11,3.01,starboard,25.27,27.15,20.0,high_confidence,1.65,3.0,780.0,769.0,800.0,779.0,2026-08-26 19:11:45
3b126489,pipe_cylinder,60.2,18.9225498,72.8358348,1.54,2.05,0.5,3.17,starboard,43.65,44.78,20.0,high_confidence,1.93,0.0,960.0,891.0,981.0,901.0,2026-08-26 19:11:45
4502c771,generic_debris,60.1,18.9224009,72.8354994,1.54,1.95,0.06,3.01,starboard,32.8,34.28,20.0,high_confidence,1.58,2.0,853.0,645.0,873.0,655.0,2026-08-26 19:11:45
c298bebf,generic_debris,60.1,18.9225499,72.8355806,1.7,2.05,0.07,3.48,starboard,26.04,27.88,20.0,high_confidence,1.76,2.0,787.0,757.0,808.0,768.0,2026-08-26 19:11:45
eebe299d,generic_debris,60.1,18.9225464,72.8359014,1.7,0.88,0.5,1.49,starboard,48.53,49.56,20.0,high_confidence,1.55,0.0,1015.0,923.0,1024.0,934.0,2026-08-26 19:11:45
a40ce2b0,pipe_cylinder,60.1,18.9228383,72.8349508,1.54,2.05,0.5,3.17,port,41.84,43.02,20.0,high_confidence,1.63,0.0,61.0,573.0,82.0,583.0,2026-08-26 19:11:45
a042dd96,container,60.0,18.9221002,72.8352048,1.54,1.37,0.5,2.11,starboard,36.63,37.99,20.0,high_confidence,1.87,0.0,894.0,343.0,908.0,353.0,2026-08-26 19:11:45
f46b0232,container,60.0,18.9220213,72.8351708,1.54,1.56,0.05,2.41,starboard,40.47,41.7,20.0,high_confidence,1.5,1.0,931.0,284.0,947.0,294.0,2026-08-26 19:11:45
3f4a12b4,generic_debris,60.0,18.9221201,72.8351348,1.54,1.86,0.5,2.86,starboard,29.97,31.59,20.0,high_confidence,1.51,0.0,826.0,317.0,845.0,327.0,2026-08-26 19:11:45
8182eef6,generic_debris,60.0,18.9227922,72.8350764,1.54,2.05,0.5,3.17,port,29.26,30.91,20.0,high_confidence,1.73,0.0,185.0,616.0,206.0,626.0,2026-08-26 19:11:45
1d266d1e,generic_debris,60.0,18.9227609,72.8351578,1.54,2.15,0.5,3.32,port,20.99,23.24,20.0,high_confidence,1.78,0.0,263.0,643.0,285.0,653.0,2026-08-26 19:11:45
