id,class_name,confidence_percent,latitude,longitude,length_m,width_m,estimated_height_m,area_m2,channel,ground_range_m,slant_range_m,depth_m,status,contrast_ratio,shadow_length_px,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,created_at
b4e189c1,generic_debris,66.2,18.9224566,72.8354862,1.54,1.66,0.05,2.56,starboard,28.91,30.62,20.0,high_confidence,1.76,1.0,817.0,661.0,834.0,671.0,2026-08-26 19:11:48
ce7e4bf9,generic_debris,66.2,18.9226013,72.835861,1.54,1.95,0.05,3.01,starboard,43.22,44.34,20.0,high_confidence,1.57,1.0,956.0,927.0,976.0,937.0,2026-08-26 19:11:48
f4518de1,generic_debris,66.1,18.9223113,72.8343366,1.54,1.76,0.05,2.71,port,44.01,45.12,20.0,high_confidence,1.85,2.0,41.0,30.0,59.0,40.0,2026-08-26 19:11:48
a2c88ac1,generic_debris,66.1,18.9226963,72.8346984,1.54,1.76,0.05,2.71,port,48.1,49.12,20.0,high_confidence,1.66,2.0,0.0,394.0,18.0,404.0,2026-08-26 19:11:48
9419aae8,generic_debris,66.1,18.9225249,72.8349095,1.54,4.79,0.35,7.39,port,18.93,21.44,20.0,high_confidence,2.09,7.0,268.0,410.0,317.0,420.0,2026-08-26 19:11:48
29ba22ce,generic_debris,66.1,18.9227425,72.8348404,1.54,1.46,0.05,2.26,port,41.26,42.43,20.0,high_confidence,1.72,1.0,70.0,491.0,85.0,501.0,2026-08-26 19:11:48
36406375,generic_debris,66.1,18.9222853,72.8353774,1.54,1.46,0.05,2.26,starboard,34.65,36.08,20.0,high_confidence,1.72,1.0,874.0,515.0,889.0,525.0,2026-08-26 19:11:48
2b97e0a5,generic_debris,66.1,18.9225199,72.8357434,1.7,1.56,0.05,2.65,starboard,41.8,42.97,20.0,high_confidence,1.88,1.0,944.0,826.0,960.0,837.0,2026-08-26 19:11:48
809f3305,pipe_cylinder,66.1,18.9221807,72.8354105,1.54,2.34,0.05,3.62,starboard,45.31,46.39,20.0,high_confidence,1.63,2.0,975.0,478.0,999.0,488.0,2026-08-26 19:11:48
21db3bc2,ghost_net,66.1,18.9223433,72.8356281,2.16,1.37,0.05,2.95,starboard,48.28,49.32,20.0,high_confidence,1.72,2.0,1010.0,677.0,1024.0,691.0,2026-08-26 19:11:48
3ce0dc8f,pipe_cylinder,66.1,18.9223535,72.8353993,1.54,1.76,0.05,2.71,starboard,30.83,32.42,20.0,high_confidence,2.07,1.0,835.0,563.0,853.0,573.0,2026-08-26 19:11:48
acb6e337,generic_debris,66.1,18.9225722,72.8357048,1.54,1.66,0.05,2.56,starboard,34.77,36.18,20.0,high_confidence,1.79,1.0,874.0,831.0,891.0,841.0,2026-08-26 19:11:48
77831d2a,generic_debris,66.0,18.9222204,72.8344277,1.7,1.86,0.05,3.15,port,30.09,31.69,20.0,high_confidence,1.8,1.0,178.0,26.0,197.0,37.0,2026-08-26 19:11:48
cab9f205,generic_debris,66.0,18.9222455,72.8344233,1.54,1.56,0.12,2.41,port,32.38,33.89,20.0,high_confidence,1.74,4.0,157.0,36.0,173.0,46.0,2026-08-26 19:11:48
4b2668f6,generic_debris,66.0,18.9221453,72.8352108,1.7,1.37,0.05,2.32,starboard,33.41,34.86,20.0,high_confidence,1.55,1.0,862.0,367.0,876.0,378.0,2026-08-26 19:11:48
3a561371,generic_debris,66.0,18.9218049,72.8349774,1.7,1.86,0.05,3.15,starboard,43.56,44.68,20.0,high_confidence,1.74,2.0,960.0,76.0,979.0,87.0,2026-08-26 19:11:48
d92f8e73,pipe_cylinder,66.0,18.9223463,72.8355145,1.54,1.86,0.05,2.86,starboard,39.85,41.06,20.0,high_confidence,1.75,1.0,923.0,617.0,942.0,627.0,2026-08-26 19:11:48
42af5b82,generic_debris,66.0,18.9225521,72.8356904,1.7,1.66,0.05,2.82,starboard,35.4,36.77,20.0,high_confidence,1.66,1.0,880.0,814.0,897.0,825.0,2026-08-26 19:11:48
6500c788,ghost_net,66.0,18.9232329,72.8353363,1.7,1.46,0.05,2.49,port,45.94,47.02,20.0,high_confidence,1.69,1.0,23.0,959.0,38.0,970.0,2026-08-26 19:11:48
110bcdf3,generic_debris,66.0,18.9223091,72.8355586,1.7,1.46,0.05,2.49,starboard,46.04,47.12,20.0,high_confidence,1.54,1.0,987.0,621.0,1002.0,632.0,2026-08-26 19:11:48
998e5965,generic_debris,65.9,18.9226462,72.8347601,1.54,1.56,0.05,2.41,port,39.57,40.82,20.0,high_confidence,1.91,2.0,86.0,400.0,102.0,410.0,2026-08-26 19:11:48
ab6072ae,generic_debris,65.9,18.9226931,72.8348418,1.7,1.56,0.05,2.65,port,37.25,38.57,20.0,high_confidence,1.62,1.0,109.0,462.0,125.0,473.0,2026-08-26 19:11:48
742a8b2c,generic_debris,65.9,18.922641,72.8349346,1.7,1.56,0.05,2.65,port,26.28,28.12,20.0,high_confidence,1.64,1.0,216.0,482.0,232.0,493.0,2026-08-26 19:11:48
af13f9f6,generic_debris,65.9,18.921754,72.8349657,1.54,1.46,0.05,2.26,starboard,46.63,47.71,20.0,high_confidence,1.57,1.0,993.0,41.0,1008.0,51.0,2026-08-26 19:11:48
71e1157c,generic_debris,65.9,18.9219382,72.8351887,1.54,1.07,0.05,1.66,starboard,48.43,49.46,20.0,high_confidence,1.68,1.0,1013.0,256.0,1024.0,266.0,2026-08-26 19:11:48
e5f88da0,generic_debris,65.9,18.9222161,72.8354639,1.7,1.37,0.05,2.32,starboard,46.51,47.56,20.0,high_confidence,1.74,1.0,992.0,524.0,1006.0,535.0,2026-08-26 19:11:48
100e93cc,generic_debris,65.9,18.9223763,72.8355846,1.54,1.95,0.05,3.01,starboard,42.49,43.65,20.0,high_confidence,1.53,1.0,949.0,674.0,969.0,684.0,2026-08-26 19:11:48
62be79c4,generic_debris,65.9,18.9225274,72.8357032,1.54,1.56,0.05,2.41,starboard,38.36,39.65,20.0,high_confidence,1.65,1.0,910.0,808.0,926.0,818.0,2026-08-26 19:11:48
d638a80b,pipe_cylinder,65.9,18.9226044,72.8359031,1.54,2.15,0.05,3.32,starboard,45.89,46.97,20.0,high_confidence,1.62,1.0,982.0,948.0,1004.0,958.0,2026-08-26 19:11:48
5ccba78e,generic_debris,65.9,18.9226849,72.83593,1.54,1.86,0.05,2.86,starboard,41.05,42.24,20.0,high_confidence,1.68,1.0,935.0,1004.0,954.0,1014.0,2026-08-26 19:11:48
2597b5aa,generic_debris,65.8,18.9225428,72.8357677,1.54,1.46,0.05,2.26,starboard,41.61,42.82,20.0,high_confidence,1.58,1.0,943.0,849.0,958.0,859.0,2026-08-26 19:11:48
644a8c79,generic_debris,65.8,18.9225932,72.8357719,1.7,1.46,0.05,2.49,starboard,37.69,39.01,20.0,high_confidence,1.64,1.0,904.0,878.0,919.0,889.0,2026-08-26 19:11:48
a304e466,generic_debris,65.7,18.922425,72.8344991,1.54,1.46,0.05,2.26,port,40.85,42.04,20.0,high_confidence,1.66,1.0,74.0,157.0,89.0,167.0,2026-08-26 19:11:48
e63a99e6,generic_debris,65.7,18.9226774,72.834767,1.7,1.66,0.05,2.82,port,41.53,42.72,20.0,high_confidence,1.72,1.0,66.0,418.0,83.0,429.0,2026-08-26 19:11:48
0cbd661b,generic_debris,65.7,18.9226976,72.8348951,1.7,1.46,0.06,2.49,port,33.65,35.11,20.0,high_confidence,1.72,2.0,145.0,494.0,160.0,505.0,2026-08-26 19:11:48
1defcb2c,generic_debris,65.7,18.9220291,72.8351653,1.54,1.46,0.05,2.26,starboard,39.4,40.67,20.0,high_confidence,1.76,1.0,921.0,287.0,936.0,297.0,2026-08-26 19:11:48
60a44499,generic_debris,65.7,18.92178,72.8350142,1.7,1.46,0.05,2.49,starboard,48.24,49.27,20.0,high_confidence,1.54,1.0,1009.0,82.0,1024.0,93.0,2026-08-26 19:11:48
96235fcb,generic_debris,65.7,18.9226068,72.835829,1.54,1.66,0.05,2.56,starboard,40.54,41.75,20.0,high_confidence,1.61,1.0,931.0,913.0,948.0,923.0,2026-08-26 19:11:48
954328a7,generic_debris,65.7,18.9223367,72.8356226,1.7,1.07,0.05,1.82,starboard,48.44,49.46,20.0,high_confidence,1.59,1.0,1013.0,674.0,1024.0,685.0,2026-08-26 19:11:48
33f68a12,generic_debris,65.7,18.9225473,72.8356425,1.54,1.66,0.05,2.56,starboard,32.44,33.94,20.0,high_confidence,1.69,1.0,851.0,787.0,868.0,797.0,2026-08-26 19:11:48
9baf5b1b,generic_debris,65.7,18.9226696,72.835882,1.7,1.86,0.05,3.15,starboard,39.0,40.28,20.0,high_confidence,1.73,1.0,915.0,969.0,934.0,980.0,2026-08-26 19:11:48
62c418e0,pipe_cylinder,65.7,18.9226132,72.8359098,1.54,2.25,0.05,3.47,starboard,45.63,46.73,20.0,high_confidence,1.58,1.0,979.0,957.0,1002.0,967.0,2026-08-26 19:11:48
975ccfcd,generic_debris,65.6,18.9224631,72.8347054,1.54,1.46,0.07,2.26,port,28.9,30.62,20.0,high_confidence,1.75,2.0,191.0,276.0,206.0,286.0,2026-08-26 19:11:48
37e12ff3,generic_debris,65.6,18.9226376,72.8346907,1.54,1.07,0.05,1.66,port,43.95,45.07,20.0,high_confidence,1.66,2.0,45.0,355.0,56.0,365.0,2026-08-26 19:11:48
96f65599,pipe_cylinder,65.6,18.9227832,72.8347915,1.54,1.76,0.05,2.71,port,48.09,49.12,20.0,high_confidence,1.69,1.0,0.0,488.0,18.0,498.0,2026-08-26 19:11:48
e23a5d01,generic_debris,65.6,18.9221751,72.8352889,1.54,1.66,0.05,2.56,starboard,36.79,38.13,20.0,high_confidence,1.62,1.0,894.0,417.0,911.0,427.0,2026-08-26 19:11:48
0cf958a2,generic_debris,65.6,18.9226121,72.8358414,1.54,1.66,0.05,2.56,starboard,40.95,42.14,20.0,high_confidence,1.62,1.0,935.0,923.0,952.0,933.0,2026-08-26 19:11:48
cd338dee,generic_debris,65.6,18.9223972,72.8355909,1.7,1.66,0.05,2.82,starboard,41.21,42.43,20.0,high_confidence,1.64,1.0,938.0,686.0,955.0,697.0,2026-08-26 19:11:48
c5661e00,generic_debris,65.6,18.9224261,72.835717,1.7,1.56,0.05,2.65,starboard,47.7,48.73,20.0,high_confidence,1.71,1.0,1003.0,769.0,1019.0,780.0,2026-08-26 19:11:48
426ea71a,generic_debris,65.6,18.9225372,72.8357045,1.54,1.86,0.05,2.86,starboard,37.63,38.92,20.0,high_confidence,1.71,1.0,901.0,814.0,920.0,824.0,2026-08-26 19:11:48
d6014c21,generic_debris,65.6,18.9227077,72.8358251,1.54,1.56,0.05,2.41,starboard,31.86,33.4,20.0,high_confidence,1.69,1.0,846.0,959.0,862.0,969.0,2026-08-26 19:11:48
902c833b,generic_debris,65.5,18.9223087,72.835385,1.54,1.66,0.05,2.56,starboard,33.35,34.81,20.0,high_confidence,1.61,1.0,860.0,532.0,877.0,542.0,2026-08-26 19:11:48
dd397320,ghost_net,65.5,18.9223525,72.8355139,1.7,1.86,0.05,3.15,starboard,39.3,40.58,20.0,high_confidence,1.75,1.0,918.0,620.0,937.0,631.0,2026-08-26 19:11:48
b4dba8e1,generic_debris,65.5,18.922371,72.8355751,1.7,1.46,0.05,2.49,starboard,42.25,43.41,20.0,high_confidence,1.74,1.0,949.0,665.0,964.0,676.0,2026-08-26 19:11:48
1a13731e,ghost_net,65.5,18.9225842,72.83582,1.85,1.76,0.05,3.26,starboard,41.8,42.97,20.0,high_confidence,1.86,2.0,943.0,896.0,961.0,908.0,2026-08-26 19:11:48
f4b757a1,generic_debris,65.5,18.9224244,72.8356671,1.54,1.46,0.05,2.26,starboard,44.36,45.46,20.0,high_confidence,1.68,1.0,970.0,739.0,985.0,749.0,2026-08-26 19:11:48
98a98472,pipe_cylinder,65.4,18.9222697,72.8343868,1.7,2.05,0.05,3.48,port,37.0,38.33,20.0,high_confidence,1.73,1.0,109.0,32.0,130.0,43.0,2026-08-26 19:11:48
7f575fa8,generic_debris,65.4,18.9227449,72.8348269,1.54,1.66,0.11,2.56,port,42.45,43.6,20.0,high_confidence,1.51,5.0,57.0,483.0,74.0,493.0,2026-08-26 19:11:48
49e02608,generic_debris,65.4,18.9218558,72.8350076,1.54,1.56,0.05,2.41,starboard,41.79,42.97,20.0,high_confidence,1.57,2.0,944.0,117.0,960.0,127.0,2026-08-26 19:11:48
9f17a40b,ghost_net,65.4,18.9222342,72.8352913,1.7,1.76,0.05,2.98,starboard,32.28,33.79,20.0,high_confidence,1.89,1.0,849.0,448.0,867.0,459.0,2026-08-26 19:11:48
f2a4216c,ghost_net,65.4,18.9222243,72.8354087,1.7,1.56,0.05,2.65,starboard,41.76,42.97,20.0,high_confidence,1.74,2.0,944.0,496.0,960.0,507.0,2026-08-26 19:11:48
52d3c973,generic_debris,65.4,18.9223682,72.8355699,1.85,0.98,0.05,1.81,starboard,42.11,43.26,20.0,high_confidence,1.6,1.0,950.0,659.0,960.0,671.0,2026-08-26 19:11:48
3ddba048,generic_debris,65.4,18.9224083,72.8355359,1.54,1.66,0.05,2.56,starboard,36.4,37.74,20.0,high_confidence,1.71,1.0,890.0,663.0,907.0,673.0,2026-08-26 19:11:48
5159d835,container,65.4,18.9224754,72.8356223,1.54,1.46,0.05,2.26,starboard,36.98,38.33,20.0,high_confidence,1.71,1.0,897.0,743.0,912.0,753.0,2026-08-26 19:11:48
0773cec5,generic_debris,65.4,18.9226268,72.8356779,1.7,1.76,0.05,2.98,starboard,28.35,30.08,20.0,high_confidence,1.64,1.0,811.0,844.0,829.0,855.0,2026-08-26 19:11:48
96f69e9d,generic_debris,65.4,18.9226558,72.8358508,1.54,1.56,0.08,2.41,starboard,37.97,39.26,20.0,high_confidence,1.57,3.0,906.0,946.0,922.0,956.0,2026-08-26 19:11:48
731ac61c,generic_debris,65.3,18.9223546,72.8345402,1.54,1.46,0.06,2.26,port,32.23,33.74,20.0,high_confidence,1.65,2.0,159.0,143.0,174.0,153.0,2026-08-26 19:11:48
14a33a86,generic_debris,65.3,18.922435,72.834499,1.7,1.46,0.05,2.49,port,41.66,42.82,20.0,high_confidence,1.64,2.0,66.0,162.0,81.0,173.0,2026-08-26 19:11:48
0220145d,generic_debris,65.3,18.9225704,72.8348462,1.54,1.66,0.07,2.56,port,27.21,28.96,20.0,high_confidence,1.67,2.0,207.0,403.0,224.0,413.0,2026-08-26 19:11:48
94caa860,generic_debris,65.3,18.9219182,72.8350768,1.54,1.37,0.05,2.11,starboard,41.9,43.07,20.0,high_confidence,1.8,2.0,946.0,187.0,960.0,197.0,2026-08-26 19:11:48
477cbd9b,generic_debris,65.3,18.9222098,72.8352372,1.54,1.56,0.05,2.41,starboard,30.22,31.84,20.0,high_confidence,1.64,1.0,830.0,409.0,846.0,419.0,2026-08-26 19:11:48
662c0d02,generic_debris,65.3,18.9223181,72.8354496,1.54,1.76,0.05,2.71,starboard,37.34,38.67,20.0,high_confidence,1.6,1.0,899.0,570.0,917.0,580.0,2026-08-26 19:11:48
3b6dfa9d,generic_debris,65.3,18.9224362,72.8356029,1.54,1.95,0.05,3.01,starboard,38.85,40.14,20.0,high_confidence,1.53,2.0,913.0,713.0,933.0,723.0,2026-08-26 19:11:48
7baa4157,generic_debris,65.3,18.9225108,72.8355712,1.7,1.46,0.05,2.49,starboard,30.47,32.08,20.0,high_confidence,1.61,1.0,833.0,732.0,848.0,743.0,2026-08-26 19:11:48
ac7dc708,generic_debris,65.3,18.922244,72.8354249,1.7,1.66,0.05,2.82,starboard,41.43,42.63,20.0,high_confidence,1.75,1.0,940.0,517.0,957.0,528.0,2026-08-26 19:11:48
27336e0a,generic_debris,65.3,18.9222969,72.8353729,1.54,1.56,0.06,2.41,starboard,33.4,34.86,20.0,high_confidence,1.63,2.0,861.0,519.0,877.0,529.0,2026-08-26 19:11:48
ba25cebf,pipe_cylinder,65.3,18.9223029,72.8354416,1.54,1.76,0.05,2.71,starboard,37.97,39.26,20.0,high_confidence,1.64,1.0,905.0,558.0,923.0,568.0,2026-08-26 19:11:48
9351b0c5,container,65.3,18.9225325,72.8357061,1.54,1.76,0.08,2.71,starboard,38.14,39.45,20.0,high_confidence,1.7,3.0,907.0,812.0,925.0,822.0,2026-08-26 19:11:48
f8c7cfb4,generic_debris,65.2,18.9225073,72.8347774,1.54,1.66,0.05,2.56,port,27.19,28.96,20.0,high_confidence,1.61,1.0,207.0,334.0,224.0,344.0,2026-08-26 19:11:48
d20dfc7f,pipe_cylinder,65.2,18.9226459,72.8346909,1.54,1.56,0.05,2.41,port,44.62,45.7,20.0,high_confidence,1.62,1.0,36.0,361.0,52.0,371.0,2026-08-26 19:11:48
00405715,generic_debris,65.2,18.9220239,72.8350366,1.7,2.05,0.06,3.48,starboard,30.5,32.08,20.0,high_confidence,1.62,2.0,830.0,221.0,851.0,232.0,2026-08-26 19:11:48
8c1a5bfd,generic_debris,65.2,18.92211,72.835316,1.7,1.46,0.05,2.49,starboard,43.94,45.07,20.0,high_confidence,1.55,1.0,966.0,397.0,981.0,408.0,2026-08-26 19:11:48
3a167186,generic_debris,65.2,18.9232195,72.8352819,1.54,0.68,0.05,1.06,port,48.63,49.66,20.0,high_confidence,1.5,1.0,0.0,924.0,7.0,934.0,2026-08-26 19:11:48
69f5d8b1,container,65.2,18.9223224,72.8353838,1.54,1.37,0.06,2.11,starboard,32.18,33.69,20.0,high_confidence,1.55,2.0,850.0,539.0,864.0,549.0,2026-08-26 19:11:48
74a0187c,generic_debris,65.2,18.9222981,72.8354368,1.7,1.46,0.05,2.49,starboard,38.0,39.31,20.0,high_confidence,1.55,1.0,907.0,554.0,922.0,565.0,2026-08-26 19:11:48
a7d943f0,generic_debris,65.2,18.9224586,72.8356044,1.85,1.46,0.05,2.71,starboard,37.1,38.43,20.0,high_confidence,1.79,2.0,898.0,723.0,913.0,735.0,2026-08-26 19:11:48
9367e16e,generic_debris,65.2,18.9225735,72.8355818,1.54,1.46,0.05,2.26,starboard,26.01,27.88,20.0,high_confidence,1.68,1.0,790.0,770.0,805.0,780.0,2026-08-26 19:11:48
41e0031a,generic_debris,65.2,18.9222564,72.8354984,1.54,1.86,0.05,2.86,starboard,45.84,46.92,20.0,high_confidence,1.54,2.0,983.0,563.0,1002.0,573.0,2026-08-26 19:11:48
4ee21981,generic_debris,65.2,18.9225918,72.835841,1.54,1.66,0.05,2.56,starboard,42.63,43.8,20.0,high_confidence,1.63,1.0,952.0,912.0,969.0,922.0,2026-08-26 19:11:48
9703cffc,generic_debris,65.1,18.9225037,72.8345169,1.54,1.46,0.05,2.26,port,45.84,46.92,20.0,high_confidence,1.6,2.0,24.0,204.0,39.0,214.0,2026-08-26 19:11:48
07a56ddb,generic_debris,65.1,18.9224842,72.8348419,1.54,4.88,0.45,7.54,port,20.64,22.95,20.0,high_confidence,1.8,10.0,252.0,354.0,302.0,364.0,2026-08-26 19:11:48
9c0c56c9,generic_debris,65.1,18.9226738,72.834701,1.85,1.37,0.05,2.53,port,46.11,47.17,20.0,high_confidence,1.62,1.0,22.0,379.0,36.0,391.0,2026-08-26 19:11:48
a38c99f5,generic_debris,65.1,18.9226149,72.8348635,1.7,1.66,0.05,2.82,port,29.45,31.1,20.0,high_confidence,1.65,1.0,185.0,433.0,202.0,444.0,2026-08-26 19:11:48
1d2acec9,generic_debris,65.1,18.9217741,72.8350101,1.54,1.17,0.05,1.81,starboard,48.4,49.41,20.0,high_confidence,1.52,1.0,1012.0,76.0,1024.0,86.0,2026-08-26 19:11:48
5e54fc5f,generic_debris,65.1,18.9223142,72.8354481,1.54,1.37,0.05,2.11,starboard,37.54,38.87,20.0,high_confidence,1.62,1.0,903.0,567.0,917.0,577.0,2026-08-26 19:11:48
15ed9b53,generic_debris,65.1,18.9224474,72.8354343,1.54,1.76,0.07,2.71,starboard,25.89,27.73,20.0,high_confidence,1.54,2.0,787.0,628.0,805.0,638.0,2026-08-26 19:11:48
3ebb2d54,generic_debris,65.1,18.9223647,72.8355812,1.7,1.37,0.05,2.32,starboard,43.2,44.34,20.0,high_confidence,1.64,2.0,959.0,665.0,973.0,676.0,2026-08-26 19:11:48
6e440ce1,generic_debris,65.1,18.922696,72.8357558,1.7,1.66,0.05,2.82,starboard,28.0,29.74,20.0,high_confidence,1.63,1.0,808.0,918.0,825.0,929.0,2026-08-26 19:11:48
d7f09b63,generic_debris,65.0,18.9222669,72.8343807,1.54,1.56,0.05,2.41,port,37.24,38.57,20.0,high_confidence,1.62,2.0,109.0,28.0,125.0,38.0,2026-08-26 19:11:48
7378370e,generic_debris,65.0,18.9226022,72.8346796,1.7,1.27,0.05,2.16,port,41.93,43.12,20.0,high_confidence,1.69,1.0,64.0,333.0,77.0,344.0,2026-08-26 19:11:48
774bb16f,ghost_net,65.0,18.9218663,72.8350056,2.01,1.86,0.05,3.72,starboard,40.81,42.04,20.0,high_confidence,1.63,2.0,933.0,121.0,952.0,134.0,2026-08-26 19:11:48
98d08d6c,generic_debris,65.0,18.92212,72.835192,1.54,1.46,0.05,2.26,starboard,34.08,35.5,20.0,high_confidence,1.58,1.0,868.0,346.0,883.0,356.0,2026-08-26 19:11:48
2733899c,generic_debris,65.0,18.9220462,72.8352731,1.7,1.37,0.05,2.32,starboard,45.91,46.97,20.0,high_confidence,1.56,1.0,986.0,349.0,1000.0,360.0,2026-08-26 19:11:48
9cae0be9,generic_debris,65.0,18.9222961,72.8354796,1.7,1.37,0.05,2.32,starboard,41.29,42.48,20.0,high_confidence,1.69,1.0,940.0,574.0,954.0,585.0,2026-08-26 19:11:48
4448935e,generic_debris,64.9,18.9223046,72.834392,1.54,1.66,0.05,2.56,port,39.32,40.58,20.0,high_confidence,1.6,1.0,88.0,53.0,105.0,63.0,2026-08-26 19:11:48
00dbe1e5,ghost_net,64.9,18.922171,72.8354043,1.85,1.66,0.05,3.07,starboard,45.63,46.73,20.0,high_confidence,1.61,2.0,982.0,471.0,999.0,483.0,2026-08-26 19:11:48
cde61668,ghost_net,64.9,18.9226188,72.8358422,1.85,2.05,0.05,3.8,starboard,40.45,41.65,20.0,high_confidence,1.84,1.0,928.0,925.0,949.0,937.0,2026-08-26 19:11:48
bd4cc4e5,generic_debris,64.9,18.9223954,72.8354591,1.54,1.56,0.05,2.41,starboard,31.88,33.4,20.0,high_confidence,1.57,1.0,846.0,614.0,862.0,624.0,2026-08-26 19:11:48
a5f8e986,generic_debris,64.8,18.9224733,72.8345817,1.54,1.56,0.05,2.41,port,38.68,39.94,20.0,high_confidence,1.53,1.0,95.0,221.0,111.0,231.0,2026-08-26 19:11:48
87827c2c,generic_debris,64.8,18.9225347,72.834714,1.54,1.37,0.05,2.11,port,34.01,35.45,20.0,high_confidence,1.63,1.0,142.0,319.0,156.0,329.0,2026-08-26 19:11:48
8a7cbe31,generic_debris,64.8,18.9221999,72.8352851,1.7,1.17,0.05,1.99,starboard,34.54,35.94,20.0,high_confidence,1.6,1.0,874.0,428.0,886.0,439.0,2026-08-26 19:11:48
d859ad88,generic_debris,64.8,18.9221976,72.8352768,1.7,1.37,0.05,2.32,starboard,34.12,35.55,20.0,high_confidence,1.61,1.0,869.0,422.0,883.0,433.0,2026-08-26 19:11:48
87478c1b,generic_debris,64.8,18.922342,72.8353219,1.54,1.56,0.07,2.41,starboard,26.06,27.93,20.0,high_confidence,1.57,2.0,790.0,517.0,806.0,527.0,2026-08-26 19:11:48
c0ebd858,generic_debris,64.8,18.9223533,72.8355263,1.54,1.66,0.05,2.56,starboard,40.14,41.36,20.0,high_confidence,1.64,1.0,927.0,627.0,944.0,637.0,2026-08-26 19:11:48
35ed9593,ghost_net,64.8,18.9223083,72.8355002,2.01,1.46,0.05,2.94,starboard,41.83,43.02,20.0,high_confidence,1.67,1.0,945.0,587.0,960.0,600.0,2026-08-26 19:11:48
16cc4f57,ghost_net,64.7,18.922643,72.8347528,1.85,1.56,0.05,2.89,port,39.86,41.11,20.0,high_confidence,1.75,1.0,83.0,392.0,99.0,404.0,2026-08-26 19:11:48
938b3568,generic_debris,64.7,18.9226509,72.8347645,1.7,1.46,0.05,2.49,port,39.62,40.87,20.0,high_confidence,1.59,1.0,86.0,404.0,101.0,415.0,2026-08-26 19:11:48
e01f2a24,generic_debris,64.7,18.9221374,72.8353207,1.85,0.88,0.05,1.63,starboard,42.13,43.31,20.0,high_confidence,1.54,1.0,951.0,412.0,960.0,424.0,2026-08-26 19:11:48
63065c0c,ghost_net,64.7,18.9222525,72.8353584,2.01,1.46,0.05,2.94,starboard,35.8,37.16,20.0,high_confidence,1.89,2.0,885.0,486.0,900.0,499.0,2026-08-26 19:11:48
b6df307b,generic_debris,64.7,18.9226098,72.8357704,1.54,1.86,0.05,2.86,starboard,36.21,37.55,20.0,high_confidence,1.6,1.0,887.0,884.0,906.0,894.0,2026-08-26 19:11:48
a6b2c920,generic_debris,64.7,18.9226234,72.8358005,1.7,1.76,0.05,2.98,starboard,37.17,38.48,20.0,high_confidence,1.69,2.0,897.0,906.0,915.0,917.0,2026-08-26 19:11:48
f8eca00c,generic_debris,64.7,18.9223564,72.8354651,1.7,1.56,0.05,2.65,starboard,35.42,36.82,20.0,high_confidence,1.7,1.0,881.0,595.0,897.0,606.0,2026-08-26 19:11:48
6bf13e6f,pipe_cylinder,64.7,18.9227513,72.835421,1.39,3.22,9.98,4.48,starboard,0.0,2.0,20.0,high_confidence,2.18,15.0,516.0,774.0,549.0,783.0,2026-08-26 19:11:48
53cbb8c3,generic_debris,64.7,18.9226417,72.8357434,1.54,1.76,0.05,2.71,starboard,31.67,33.2,20.0,high_confidence,1.52,1.0,843.0,885.0,861.0,895.0,2026-08-26 19:11:48
7ecc293f,generic_debris,64.7,18.9225572,72.8356355,1.7,1.76,0.05,2.98,starboard,31.13,32.71,20.0,high_confidence,1.76,1.0,838.0,788.0,856.0,799.0,2026-08-26 19:11:48
4042d797,generic_debris,64.7,18.9225157,72.8355022,1.54,1.66,0.05,2.56,starboard,25.2,27.1,20.0,high_confidence,1.61,1.0,781.0,700.0,798.0,710.0,2026-08-26 19:11:48
24876152,generic_debris,64.6,18.9222553,72.8343858,1.54,1.66,0.08,2.56,port,35.97,37.35,20.0,high_confidence,1.57,3.0,121.0,24.0,138.0,34.0,2026-08-26 19:11:48
7f72ebdc,generic_debris,64.6,18.9222065,72.8352918,1.54,1.37,0.05,2.11,starboard,34.51,35.94,20.0,high_confidence,1.61,1.0,873.0,434.0,887.0,444.0,2026-08-26 19:11:48
541997df,generic_debris,64.6,18.9222088,72.8353664,1.85,1.46,0.05,2.71,starboard,39.83,41.06,20.0,high_confidence,1.64,1.0,925.0,472.0,940.0,484.0,2026-08-26 19:11:48
464abcaa,generic_debris,64.6,18.9222411,72.8353387,1.54,1.37,0.05,2.11,starboard,35.23,36.62,20.0,high_confidence,1.73,1.0,880.0,475.0,894.0,485.0,2026-08-26 19:11:48
3409d403,generic_debris,64.6,18.9223152,72.835376,1.7,1.56,0.09,2.65,starboard,32.18,33.69,20.0,high_confidence,1.67,3.0,849.0,531.0,865.0,542.0,2026-08-26 19:11:48
c2c1b5ce,generic_debris,64.6,18.9226146,72.8357364,1.54,1.86,0.09,2.86,starboard,33.45,34.91,20.0,high_confidence,1.5,3.0,860.0,870.0,879.0,880.0,2026-08-26 19:11:48
3f5e1b2b,generic_debris,64.6,18.9223665,72.8355665,1.54,1.56,0.05,2.41,starboard,42.0,43.16,20.0,high_confidence,1.56,1.0,946.0,656.0,962.0,666.0,2026-08-26 19:11:48
7238b4cb,generic_debris,64.6,18.922646,72.8357484,1.54,1.76,0.06,2.71,starboard,31.66,33.2,20.0,high_confidence,1.54,2.0,843.0,890.0,861.0,900.0,2026-08-26 19:11:48
